video_id,suggestions,response
fmSvZ3RR8YY_000380.mp4,[],"In the video, a man is taking a picture of himself while holding a toy gun. He is positioned in front of a grey wall and is holding the toy gun in one hand. There are other people present in the scene, but the main focus is on the man holding the gun.\n\nBesides the main subject, a laptop is placed on a surface, suggesting that someone might be recording the video using the laptop. Additionally, there is a bowl nearby, possibly indicating that the scene takes place in a kitchen or dining area. The other people in the scene might be friends or family members."
d6ubqBBBiYY_000030.mp4,[],"In the video, a woman is holding a piece of food in her hand and appears to be examining it. Another woman is present in the video, likely preparing food or waiting to have her turn. They are sitting at a dining table.\n\nA cup can be seen on the table, possibly containing a drink. The women are likely engaging in conversation or sharing their meal, as this is a typical social activity during a meal setting. The video captures a casual and relaxed atmosphere, with the focus on food and interaction between the individuals present."
Cb2k9JwDkDQ_000030.mp4,[],"In the video, a bird is flying against a blue sky. The bird can be seen flying on one wing. There are no additional sounds or actions other than the bird flying in the sky."
A7SolJSMhEI_000034.mp4,[],"In the video, a woman is pouring a drink into a cup while standing in front of a food truck. She is also holding a drink and a towel, perhaps to serve the drink or clean up afterward. The video also contains the sounds of a truck and people talking, possibly indicating that this is being filmed at an outdoor event or street setting where the food truck is located."
6_Y5XJW1SZo_000013.mp4,[],"In the video, there is a woman swinging a tennis racket while standing on a tennis court. She is preparing to return a volley, and a coach is talking to her while she holds her racket. There are multiple people in the video, including two coaches, a player holding the tennis racket, and another person watching the game. The scene likely takes place in a tennis match, and the coach is likely providing instructions or feedback to the player."
BiNbPvdPthY_000030.mp4,[],"In the video, a man is giving a dog a bath while the dog is looking up at him. The man is holding the dog by its collar and talking to it as he washes the dog's hair. This interaction demonstrates the relationship between the man and the dog, showing the man's care for the pet."
qHdv60Yqxms_000010.mp4,['swimming'],"In the video, a fish is swimming underwater and making bubbles, while another fish is floating above. The underwater scene features plants, rocks, and coral reefs, giving a sense of a peaceful underwater environment. There are also fish swimming around, some close to the camera, and others farther away. The video is a mix of underwater and above water shots, emphasizing the diversity of marine life and the natural beauty of the underwater world."
wTOSS0cx50s_000170.mp4,[],"In the video, a woman is running on a grass field while simultaneously holding a white frisbee in her hand. She seems to be engaging in a game or a frisbee-throwing activity. The sounds in the video include a combination of the sound of her running, the sound of the frisbee hitting the ground or passing through the air, and possibly other environmental sounds from the park setting. There are no visible other people or objects in the video, except for the woman and the frisbee."
0iX0QmnbrK4_000085.mp4,[],"In this video, a person is playing a trumpet while sitting next to a piano. The trumpeter is performing and is accompanied by a piano player. The trumpeter is reaching for the trumpet while the piano player plays. This musical performance is a duet, which adds to the interest of the video as both instruments create a harmonious melody together."
b2JRI-RVw9U_000030.mp4,[],"In the video, a cat is running and jumping over a hose or a pool of water using its tail, with the help of its front paws. The cat appears to be curious and exploring its surroundings. The cat makes noises as it performs these actions, such as running and jumping. The noise indicates the cat's excitement and energy while interacting with the water hose or pool."
17yDXvJTdeo_000603.mp4,[],"In the video, two hands are taking a leaf of fresh herbs, holding it over a bowl of food, and the person is using the leaf as a garnish on the plate. Meanwhile, the background shows a sizzling skillet, which could be used to prepare the meal. In addition, the person is using a spoon to stir the food in the skillet. These actions combined create a visual of someone preparing a meal and adding a fresh herb garnish to it."
Pair_NsHdTc_000030.mp4,[],"In the video, a person is sitting on a motorcycle and leaning on it, showcasing the motorcycle's speedometer. This action involves the person positioning their body in a relaxed or comfortable manner on the motorcycle, while focusing on the speedometer and engaging with it. There is no other visible activity in the video. The video solely revolves around the person and the motorcycle."
_bCTc6OBaM0_000208.mp4,[],"In this video, a person is holding a car key in front of the license plate on a vehicle, with the intention of starting the car. They appear to be attempting to unlock the car door, as they are touching it while holding the key. The person is making noise with their mouth, likely expressing their frustration or dissatisfaction while trying to unlock the vehicle."
9PEyCM-BrG4_000024.mp4,[],"In the video, a person is performing a task that involves cutting a piece of roofing material with a pair of scissors while standing on a curb. During the process, the person is making noises and using the scissors to cut the material. The background of the video includes a car and a parking meter."
XiQhJPkvn1I_000654.mp4,['playing tennis'],"In the video, a person is playing tennis, swinging their racket at a sports ball. They can be heard making various grunts as they execute the backhand swing. The person's body is also seen moving as they play, and a ball is observed near them. The presence of a sports ball and a racket suggests that the player is actively engaged in a tennis match or practice session."
pMslr--gpnk_000050.mp4,['dog barking'],"In the video, a man is holding a skateboard up to a camera and taking a picture. He is also talking, which might be related to the skateboard or something else. A dog can be seen lying on the floor nearby, and the man appears to be looking at it. There is a potted plant in the room, and the sound of a dog barking is heard in the background, creating a lively atmosphere."
O97enrnp0MY_000328.mp4,[],"In the video, someone is cutting a piece of wood using a hand-held saw in a garage setting. The person is focused on making a cut, and a wooden board is being used as a reference tool to maintain a straight line. Additionally, a ladder can be seen in the background, likely to aid in reaching higher surfaces. There are two different types of saws being used in the video, which implies that they are using various techniques and tools to achieve their goal of cutting the wood. The scene captures the attention of the viewer and highlights the process of woodworking."
Xam2FbXtVX4_000162.mp4,[],"In the video, a basketball player is performing a slam dunk, jumping up in the air and putting the ball through the hoop while being defended by another player. During the game, the players hear various sounds, including the sizzling of the basketball, the cheering of the crowd, and the hushed sounds of the crowd as the player makes the dunk. In addition to these sounds, the player can be seen wearing a jersey and sporting a baseball cap."
_CSKpoaeeAc_000014.mp4,[],"In the video, a person is holding a white teddy bear and placing it on a small, round metal plate. This action is performed against the backdrop of a clock. The sound of the person's movements can be heard, along with the sound of the teddy bear's movement."
JxSX1loqkvA_000053.mp4,"['raining', 'dog barking']","In the video, there is a dog barking and running towards a woman who is holding a metal stick. Two people are present in the scene: one with the dog, and another standing nearby, possibly watching the interaction. The woman with the stick is trying to scare or control the dog by moving her stick up and down, making the dog bark and running towards her. The presence of the dog and the woman indicates a situation of training or communication between them."
NJJg575V_fc_000080.mp4,[],"In the video, a man is playing a guitar while another man is tapping the drum. They both seem to be performing music or showcasing their skills, possibly in a studio or a concert setting. The man with the drum is wearing a hat, while the man with the guitar is smiling. Their actions and sounds convey a sense of rhythm and enjoyment, likely indicating that they are both actively engaged in creating music together."
xvWXCKygxJQ_000030.mp4,[],"In the video, there is a person sitting on a boat in the ocean at sunset. They are playing a guitar, which is being reflected in the water. The person is also enjoying a wine glass. The sunset provides a serene and beautiful backdrop for the scene, making it an ideal setting for relaxation and musical enjoyment."
1lMCacmGZ8I_000052.mp4,[],"In the video, a train is traveling down a railroad track past trees, and the sounds of the train engine can be heard along with the rumble of the tracks. The train is passing through a wooded area, and as it goes, the camera captures different shots of the trees and vegetation surrounding the railroad track. A person can also be seen in the image, most likely observing the train from a distance or taking a photo."
90xIsCpELas_000295.mp4,[],"In the video, a group of musicians is performing on a stage, with one person playing the piano. The other musicians are likely singing and possibly playing other instruments as well. Their actions include engaging in a performance, coordinating their music, and sharing their musical talent. The sounds in the video indicate a mix of musical instruments and voices, possibly including instruments like drums, strings, and woodwinds. The group's presence in the video conveys a sense of ensemble and artistic expression."
gBq3ufewetU_000420.mp4,[],"In the video, there is a person writing Japanese text on a whiteboard while another person takes a photo of the writing. There are also other people in the video, some of whom might be watching the writing process or recording the moment as well. The presence of multiple people and the capturing of the writing might indicate a collaborative or educational setting."
f0nHj0CzOIc_000012.mp4,['splashing water'],"In the video, a person is sitting on a bench in a pool with their feet in a fountain and is splashing water over their body. They have a backpack on. There is also another person standing in the water nearby. The woman appears to be playing and enjoying herself in the pool. Someone nearby is talking on a cell phone, and a boat is visible in the water behind the person sitting on the bench. There is a sound of water splashing from the fountain, as well as other ambient sounds."
-KqXcm-I2zY_000087.mp4,['playing tennis'],"In the video, a young girl is playing tennis, swinging her racket in an attempt to hit a tennis ball that is on a string. The girl is seen wearing a pink shirt and is focused on the ball. She makes a swiping motion with her racket, trying to hit the tennis ball. At the same time, her mouth is wide open, possibly to make a loud sound or shout. The video captures her athleticism, determination, and passion for playing the sport."
7-z44NWB-84_000170.mp4,[],"In the video, a person is riding on the back of an orange monkey, who is perched on a tree branch. The monkey is holding on tightly to the tree, while the person maintains a balance. At the same time, the monkey looks towards the camera and seems curious. As the person continues to ride, the monkey's movements and the rider's grip keep the balance between the two. No other sounds or actions are visible in the video."
p-C-Nal08lU_000030.mp4,[],"In the video, a person is flying a large kite in a blue sky, while another person watches from a distance. The person flying the kite is holding onto the string and controlling its movement, and they seem to be having a great time doing so. The person watching is simply observing the scene and enjoying the sight of the kite in the sky. There is no other significant action in the video other than these two people engaged in the activities of kite flying and watching."
df4PKpleovw_000013.mp4,['playing tennis'],"In the video, a woman is playing tennis, and she's preparing to hit a tennis ball that's approaching her. She is positioning herself to make a backhand hit. As she approaches the ball, she can be heard saying ""oh"" as she adjusts her stance and prepares to make contact with the ball. She can also be seen making a swinging motion with her tennis racket. There are several other people in the video who may be spectators or fellow players, but the main focus is on the woman playing tennis."
VmYPBzrkKGw_000140.mp4,[],"In the video, an older woman is playing a cello in a setting where there are several chairs around her. She is dressed in all black, wearing a black jacket and skirt, and appears to be seated on one of the chairs. She is holding the cello and holding it to her chest. In addition, there is another person in the scene who seems to be using a cell phone, possibly capturing the performance or recording the video. The woman playing the cello is performing a classical piece, with the distinct sound of the cello being produced, adding to the overall ambiance of the scene."
8FB9Cb00yTs_000065.mp4,[],"In this video, a black bird with yellow on its wings is perched on a branch in the background while a yellow bird is seen flying close to it. The black bird seems to be watching the yellow bird, which is possibly a warning or a social interaction. The sounds in the video include the chirping and vocalizations of the birds, with the yellow bird possibly calling out to the black bird or engaging in some form of communication. Overall, the scene captures the interactions and activities of the birds in their natural habitat."
pkdT-CS1jzw_000020.mp4,[],"In the video, a person is taking a picture of a camera flash with a cell phone, capturing the light reflected on the wall. The image of the cell phone camera appears to be distorted and the person is flipping through their phone to show different images taken with the camera flash. In addition, they are using an audio device and appear to be filming with a small camera."
Qzld9zDqrHI_000079.mp4,[],"In the video, a person is using a torch (or a soldering iron) to solder a wire to a piece of metal. The person is blowing air on the hot wire to cool and solidify the solder, and then using a pair of pliers to bend and connect the wire to the metal part. There are several instances of people talking and a clock being seen in the background. The clock's ticking sounds can be heard along with the activities of people in the scene."
9Am1iq5a9D8_000060.mp4,[],"In the video, a person is engaged in various spiritual and meditative practices. They are sitting cross-legged, focusing their eyes inward, and performing rituals. Additionally, they are wearing a headband with a pendant, possibly representing certain religious beliefs or practices. The presence of a hand and a knife suggests some form of spiritual ritual or healing practice. The person is seen walking in a hallway, indicating their presence in a specific location for their activities. The combination of these actions and elements gives an impression of someone engaging in a transformative, introspective, and spiritual experience."
EfpcUegt7Fo_000058.mp4,['dog barking'],"In this video, a woman is sitting on a couch while holding a cat and petting it. A dog is also present in the scene, sitting close to the couch. The woman is wearing a tie, and she is seen talking on a cell phone in front of the cat and dog. Additionally, there is a wine glass placed on a surface nearby. The sounds heard in the video are the woman speaking on the phone and possibly the dog barking, while the woman petting the cat and interacting with the dog, creating a lively atmosphere."
Xo5rIluWHhI_000007.mp4,[],"In the video, a man is operating a blender, which he is pouring water and other liquids into. He is wearing a paper hat and a paper hat for hair. There is another person present, wearing the same paper hat and holding a glass. The sounds heard in the video include the sound of the blender being operated and water being poured into the mixture. The people's actions and expressions suggest that they are participating in a fun and lighthearted event or performance."
XA6RBioito4_000067.mp4,[],"In the video, a wild fox is being fed by humans, likely a man holding food out for the fox. There is also a dog present in the scene, perhaps observing the interaction between the humans and the fox. The sound of the man holding the food can be heard in the video, accompanied by the sounds of the fox sniffing and possibly looking for the food. The presence of the dog in the video indicates that there may be some interaction between the animals, but the primary focus of the video is the feeding of the wild fox."
YVbJ9g851Vg_000025.mp4,[],"In the video, a man is holding a phone to his ear while a dog is sitting beside him. The man is talking on the phone and the dog appears to be listening intently. The dog and man are positioned in the center of the scene. There is no visible action of the dog hitting the screen of the computer."
6Zr2bIWkJeE_000025.mp4,[],"In the video, a train is approaching a railway crossing, and a car has stopped on the tracks. There are multiple people near the car, possibly waiting for the train to pass. The sound of the train can be heard as it approaches the crossing, while the car remains on the tracks. The car has stopped, which could be an attempt to wait for the train to pass, but it is unclear if the car is being operated by one person or if there is more than one person present."
4__iwk9Z4_0_000000.mp4,[],"In the video, a man is playing an acoustic piano and singing a song. He is also holding and pressing keys on the piano simultaneously while singing. This creates an interesting and harmonious blend of the piano melody and his voice. As the video continues, the background shows trees outside, and the man keeps playing and singing. The singing is accompanied by rhythmic hand and arm movements, further emphasizing the emotional and expressive nature of the performance."
JfDeETDDwhM_000040.mp4,[],"In this video, people are riding on a water slide and making waves, as they slide into a white rock or water feature. There is water flowing from the top of the rock, creating a splash. People are riding waves in the water and enjoying their time in the pool. The overall scene is lively and fun, with people enjoying their time at the water feature."
llBZutC66Cw_000221.mp4,[],"In the video, a person is playing a violin by pressing a button on the neck of the violin, which activates a string, causing the instrument to produce sound. The person's hands are also shown playing the strings, which also contribute to the sound. The person is leaning over the violin, creating a closer interaction between the instrument and the player. This demonstrates the basic method of playing a stringed instrument, like a violin, using manual or manualized input to produce sound."
RMPyriqNS-4_000013.mp4,[],"In this video, a brown cow with a white head is standing on a bed of hay or straw. The cow appears to be bending its head down and possibly nuzzling or sniffing the hay. In the background, there is a person holding a cell phone and another person, possibly filming or observing the scene. The video also includes sound effects of the cows and the person holding the cell phone, but it does not depict any other action or significant events."
8oaBlDt_tSE_000040.mp4,[],"In the video, a man is riding a bike on a street while a large crowd of people, including children, is standing across the street. The man is performing several actions while riding his bike, such as turning and maneuvering around the crowd. Meanwhile, the crowd appears to be protesting or gathering together. There are multiple individuals in the crowd, with some standing closer to the street and others farther back. The man on the bike is also heard making a noise as he pedals and navigates through the crowd. The atmosphere in the scene suggests that there is some form of social unrest or political protest taking place."
XZubL4mZ5n0_000021.mp4,[],"In the video, a man is holding a hot dog and eating it while sitting on a couch. There are multiple bottles on the table in front of him. The man appears to be enjoying his meal, and the image shows his relaxed and casual eating experience. He is using a fork and knife to eat the hot dog while sitting on the couch, which might be a typical way of enjoying food in a relaxed setting. Additionally, the video captures the moment when he takes a big bite of the hot dog, accompanied by a ""yum"" sound effect."
qe9i9yZsA_4_000040.mp4,[],"In the video, a cat is walking on a sidewalk next to a road, and a bird is being captured or trained. The sound of a person's voice can be heard in the video, possibly giving instructions or guidance to the cat and the bird during the interaction. The presence of the person, the cat's movements, and the bird's potential reactions indicate that this is an interaction between the two species that involves learning, understanding, and adapting to each other's presence and actions."
0_B2YnBAz3A_000220.mp4,[],"In the video, a man is holding a cell phone to his head and appears to be talking or listening to someone, while also holding the phone with both hands and looking around. The man is also standing next to a chair and a microwave. There is a TV playing in the background, and he has a beer placed nearby. The combination of actions and objects suggests that the man is engaged in a conversation or listening to someone, while also multitasking with other aspects of his daily routine."
_PzX-D95Q0s_000027.mp4,[],"In the video, a woman is flying a kite in a park, holding onto the kite string while walking along the grassy field. The kite is visible in the sky and can be heard making a noise as the woman walks. Additionally, there are multiple cars and a truck in the background, suggesting that the park is located near a street or roadway. The woman's movements and the sound of the kite provide a lively, recreational atmosphere in the park."
190Zx0wVrhQ_000003.mp4,[],"In the video, a grey cat is shown attempting to bite or sniff a laser pointer. The cat appears to be focused on the red laser pointer that is being shone on the wall. The sounds heard in the video include the laser pointer being turned on, and the cat's movement as it interacts with the laser pointer."
6v9f1F2Vkr4_000013.mp4,[],"In the video, someone is using a laptop on a desk with a screen displaying an application. The person is likely interacting with the computer or performing tasks related to the open application. The sound of typing can be heard, indicating that the individual is likely using the laptop's keyboard. In addition to the typing, the video also captures a hand holding the laptop. The person is focused on their tasks and appears to be engaged in using the laptop for various purposes."
PLSAAmBa0Rc_000310.mp4,[],"In the video, a man is standing on a rock in the air while a kite is flying below him. The man appears to be holding onto the kite string to control its movements. The kite's actions might involve either maneuvering to catch the wind or avoiding obstacles. Additionally, there are cars driving by, indicating that the scene is likely taking place in a busy area with traffic. The cars seem to be moving smoothly around the scene, with no apparent issues. Overall, the video captures the blend of outdoor activities, including kite flying and driving, while emphasizing the man's balancing act on the rock as he controls the kite."
mBo_ZG-uQJs_000000.mp4,[],"The video features a person holding an object in the shape of a hand, such as a glove or a mitten, and pressing it onto a table. The person then flies a kite into the air, as indicated by the presence of a kite in the scene. A dog and a truck can also be seen in the video, but their involvement in the scene is not directly related to the actions of the person holding the hand shape object."
oKdF5E37uac_000196.mp4,[],"In the video, a person is reading a book with the words ""2.3.23"" displayed on a computer screen. They are focused on the information in the book while taking notes and paying attention to the content. The background features a clock, and a spoon can be seen on a table close to the person. All these elements suggest that the person is in a focused and attentive state, possibly studying or learning."
tPnrH7BlprM_000070.mp4,[],"In the video, a person is sitting on a couch, holding a cellphone to their ear, possibly talking on a call or texting. They appear to be smiling while engaging in this activity. The cellphone has made a ringing or notification sound, which alerts the person to a new message or call. Additionally, there is another person in the scene who is talking on a cell phone."
GIWJpC_OW1E_000023.mp4,[],"In the video, a woman is sitting on a chair and playing a guitar. She is wearing a white shirt and a headscarf. She is tapping the guitar, possibly strumming or picking, while looking into the camera. The sounds of the guitar and the woman's playing can be heard."
45h1cMSHzYU_000110.mp4,[],"In the video, a man is giving a political speech, likely for a political campaign, while holding a sign. Another person is pointing, perhaps to emphasize or highlight certain points in the speech. The people in the background are also paying attention to the speaker. A few chairs can be seen, but the people seem to be standing and giving attention to the speaker, not sitting in the chairs. There is a TV screen in the background that may be showing other news or relevant footage, but it's not entirely clear what's being shown on the TV screen."
hY0BwM5s6F0_000000.mp4,[],"In the video, a man in a kilt is blowing into a police whistle. This action is likely for crowd control, signaling, or emergency purposes. The whistle's loud and distinct sound can effectively communicate the man's message to others. In addition to the whistling, there are people walking in the street, cars driving, and a few pedestrians present. A stop sign can be seen on the left side of the scene, which shows that the location is likely an urban or suburban area with traffic regulations."
Ro3st3CwwwY_000030.mp4,[],"In the video, several people are engaged in various activities near a building. One person is riding a bicycle, with sounds indicating the person is pedaling. Another person is riding a skateboard, and the sound of the skateboard is audible. Additionally, there is a bench present in the scene, with a person possibly sitting on it or near it. However, their actions cannot be explicitly identified from the image alone. The presence of bicycles and skateboards implies a casual and leisurely atmosphere."
ji3FsCD0OzU_000220.mp4,[],"In the video, two people are standing next to each other while carrying their luggage, possibly in a public transit setting. One person is holding a handbag, while the other person carries a backpack. The woman has a large purse. The video captures multiple shots, showcasing the scene and capturing the interactions between the individuals. The background includes various objects, such as a dining table, a couch, and chairs, suggesting a public area. Apart from people and luggage, there is also a car visible in the video, which might indicate the transportation setting. Overall, the video highlights everyday scenarios involving traveling, carrying belongings, and interactions with others."
KOay8stLOxw_000049.mp4,[],"In the video, a person is using a pair of scissors to cut a piece of black paper. They hold the scissors near the paper and make a few cuts while pressing them against the paper. The person makes a slit and another cut and then holds the cut-out piece in their hand. No additional sounds or actions are visible from the image."
bHNdoIWxXDk_000200.mp4,[],"In this video, a group of people are performing together as a musical ensemble. They are playing various instruments, such as trumpets, while others are singing. Additionally, there are people holding up their hands, clapping, and interacting with each other, creating a lively and engaging atmosphere. The presence of people wearing black robes and hats suggests that they might be a choir or a group of musicians participating in an event."
2VUAY7c9BSs_000060.mp4,[],"In the video, a person is holding a frisbee and there is a graphic with a man in a rocket ship or spaceship in the background. They appear to be about to throw the frisbee, possibly in a casual or recreational setting."
-Qowmc0P9ic_000034.mp4,[],"In the video, a man is performing on a drum set and playing a rock-style song. He is hitting the drum with sticks while holding a microphone in his other hand, likely to sing or give vocals to the song. Sounds in the video include the man's drumming, the sound of the microphone as he speaks or sings, and the bass guitar playing. The scene captures a musical performance that combines rhythm with lyrics."
0RZRFj7zDnQ_000030.mp4,[],"The video features a man playing a cello on a couch, with his legs spread apart. As he plays, the man also sings along, accompanied by the sound of his own voice through the microphone. He is wearing a tuxedo, and his actions include holding the bow, moving it to create different sounds on the cello, and playing the instrument with precise movements while maintaining a casual, relaxed pose."
0yxJzCQW5zI_000030.mp4,[],"In the video, a young woman is drawing with a pencil on paper, focusing on her artwork. The soundtrack accompanying the video features electronic music. The woman is holding a pair of scissors in her left hand, while the pencil she is using is in her right hand. The electronic music provides a background or atmosphere for her drawing activities, contributing to the creative and dynamic environment."
TKSFbf-wQ8I_000030.mp4,[],"In this video, there is a group of people walking around and talking while one person is playing guitar. The guitarist is surrounded by people who seem to be listening to him and the people are walking around. There are also chairs in the area, suggesting that this might be a gathering or an event."
IEJGDoi_QwI_000013.mp4,['dog barking'],"In the video, a child is walking and looking down at a blanket on the floor, while a dog is nearby, possibly waiting to play. The child is also looking up towards the ceiling. Multiple sound effects can be heard in the video, such as the dog barking, the child's footsteps, and the child's voice as they interact with the dog."
W5Km2qzYRx0_000120.mp4,[],"In the video, a doll is sitting under a Christmas tree, holding a candy cane in its mouth. The video also features Christmas carols playing in the background, creating a festive atmosphere."
pdqoxoWlQTo_000094.mp4,[],"In the video, a person is using a laptop while a cityscape is visible in the background. The individual is typing on the laptop, and a mouse can be seen next to the laptop. The background city view suggests that they might be working remotely or following a work-related task. No other notable actions or sounds are present in the video, which primarily focuses on the person using the laptop in front of the cityscape."
bZpxpqedQTQ_000193.mp4,[],"In the video, a person is standing on a wooden deck with a potted plant nearby. The person is spreading a mixture of water and soap over the deck. Sounds of water being poured and a person's footsteps can be heard. The person is taking actions to clean and maintain the wooden surface, ensuring its proper care and longevity."
3AzacBprTzU_000060.mp4,[],"In this video, a dog is performing an action, possibly biting or eating something, while a person is filming or observing it. The dog and the person appear to be the main focus of the video. Additionally, the video shows the dog sitting and lying on the floor, suggesting various postures and behaviors from the dog, such as resting or engaging in play. Although the dog may be interacting with its owner or something nearby, the primary focus seems to be on the dog's actions and the person filming or observing it."
620GoTv5Ic8_000030.mp4,[],"In the video, the person is opening and closing the car's hood, adjusting and changing the car's air filter, and then closing the hood. As they do so, various sounds can be heard, including the sound of the hood opening and closing, the sound of the car's engine running, and the sounds of the person adjusting the air filter. The car's engine makes noise as it runs, and the person uses the tools they are holding (possibly a wrench) to adjust the air filter."
8ZtVDAzHIOk_000319.mp4,[],"In the video, a man is preparing a piece of wood by cutting it on a table. This process involves the use of a chainsaw, and the sounds and actions captured in the video are as follows:\n\n1. The man can be seen wielding the chainsaw, which generates the loud cutting sounds.\n2. The table supports the wood as the chainsaw blade cuts into it, causing the piece to separate.\n3. There are several other objects visible in the scene, such as a bottle and a book, which may be related to the work being done or belong to the person working on the project.\n\nThe video showcases a person working on cutting a piece of wood using a chainsaw."
VKekx2cvfcM_000030.mp4,[],"In the video, a woman is playing a caramel drum, focusing her attention on it. She makes a face, sticks out her tongue, and hits the drum with a drum stick. During the process, she also takes a drink from a cup. There is also a man present, who is wearing a hat and standing behind the woman. The woman is playing with the drum stick, and there is another drum stick lying near the caramel drum."
o7iSjJZYr5A_000000.mp4,[],"In the video, a man is using his finger to draw a heart shape in the center of a candy wrapper. The background music features the song ""Someone Like You"" by Michael Buble, which can be heard throughout the entire video. The sound of the person's finger moving on the wrapper provides the main sound effect in the video. This short video showcases the person's artistic talent while listening to music."
pX0Jhk6e2Uw_000030.mp4,['playing cymbal'],"In the video, two men are playing cymbals, and a piano player is performing a song. The cymbals are being struck with sticks, creating a rhythmic sound, while the piano player is playing the keys with his hands, providing a melodic accompaniment. The video is likely capturing an artistic performance or a musical event where these instruments are being showcased together."
iE4ructiJNo_000470.mp4,[],"In the video, a person is swinging a plastic hanger over a water fountain, and the hanger appears to be getting wet. Meanwhile, another person is present near a table with a plant on it, which also seems to be watered. There is a bottle in the background, suggesting that someone might be drinking. There are no other sounds or actions in the video, only these actions taking place, making it a short, focused clip of people interacting with objects in their environment."
